Venue,Date,Time,Party Size,Status,Source,Guest Name,Visit Count,Lifetime Spend,Tags,Wait Time (min),No Show
"Discopussy",2025-12-20,20:00,5,Completed,Concierge,"Travis Baker",4,1926,"",0,No
"Discopussy",2025-12-20,18:30,5,Completed,Phone,"Jake Robinson",2,1107,"",0,No
"Discopussy",2025-12-20,21:30,3,Completed,Phone,"Derek Hill",2,537,"",0,No
"Discopussy",2025-12-20,22:00,5,Completed,Phone,"Ryan Mitchell",3,1614,"",0,No
"Discopussy",2025-12-20,23:30,5,Completed,Phone,"Jake Robinson",8,4024,"Regular; VIP",0,No
"Discopussy",2025-12-20,22:00,3,Completed,Concierge,"Brandon Robinson",2,738,"First Timer",0,No
"Discopussy",2025-12-20,23:00,5,Completed,Walk-in,"Austin Lewis",2,984,"",19,No
"Discopussy",2025-12-20,22:30,4,Completed,Instagram,"Nicole Garcia",1,375,"First Timer",0,No
"The Laundry Room",2025-12-21,21:00,2,Completed,Google,"Robert Lee",1,417,"First Timer",0,No
"The Laundry Room",2025-12-21,17:00,3,Completed,Phone,"Samantha Green",1,552,"First Timer",0,No
"The Laundry Room",2025-12-21,18:30,2,Completed,Instagram,"Vanessa Green",3,1189,"",0,No
"The Laundry Room",2025-12-21,23:30,2,Cancelled,Phone,"Samantha Harris",3,1310,"",0,No
"The Laundry Room",2025-12-21,22:00,2,No Show,Instagram,"Kevin Young",2,706,"",0,Yes
"The Laundry Room",2025-12-21,20:00,3,Completed,Google,"Austin Carter",2,1276,"",0,No
"The Laundry Room",2025-12-21,23:00,2,Completed,Google,"Austin Anderson",2,786,"Industry",0,No
"The Laundry Room",2025-12-21,21:30,3,Completed,Phone,"Jessica Johnson",5,2607,"VIP",0,No
"The Laundry Room",2025-12-21,20:00,2,Completed,Google,"Ashley Martinez",2,573,"",0,No
"The Laundry Room",2025-12-21,21:30,2,No Show,Phone,"Brandon Perez",8,2044,"Regular; VIP",0,Yes
"The Laundry Room",2025-12-21,20:30,2,Completed,Phone,"Megan Mitchell",9,4154,"Regular; VIP",0,No
"The Laundry Room",2025-12-21,23:30,3,Completed,SevenRooms,"Stephanie Davis",3,1491,"",0,No
"The Laundry Room",2025-12-21,20:30,2,No Show,Instagram,"Brittany Thomas",3,1087,"",0,Yes
"The Laundry Room",2025-12-21,19:00,2,Completed,Walk-in,"Sarah Rodriguez",3,865,"",0,No
"Commonwealth",2025-12-21,21:00,4,Completed,SevenRooms,"Amanda Hill",11,4305,"Regular; VIP",0,No
"Commonwealth",2025-12-21,22:30,4,Cancelled,Walk-in,"Jake Scott",1,408,"First Timer",15,No
"Commonwealth",2025-12-21,22:00,3,Completed,Concierge,"David Scott",10,3469,"Regular; VIP",0,No
"Commonwealth",2025-12-21,19:30,2,Completed,Walk-in,"Megan Garcia",3,681,"",11,No
"Commonwealth",2025-12-21,23:00,3,Completed,Concierge,"Jordan Phillips",1,260,"First Timer",0,No
"Commonwealth",2025-12-21,17:00,5,Completed,Instagram,"Brittany Green",9,4146,"Regular; VIP",0,No
"Commonwealth",2025-12-21,23:00,3,Completed,Walk-in,"Megan Smith",1,337,"First Timer; Date Night",20,No
"Commonwealth",2025-12-21,20:30,5,Completed,Phone,"Jennifer Young",2,705,"",0,No
"Commonwealth",2025-12-21,17:30,5,Completed,Concierge,"Michael Clark",3,1319,"",0,No
"Commonwealth",2025-12-21,19:00,5,No Show,Instagram,"Jessica Nelson",5,2248,"VIP",0,Yes
"Commonwealth",2025-12-21,22:30,3,Completed,SevenRooms,"Jennifer Carter",11,3846,"Regular; VIP",0,No
"Commonwealth",2025-12-21,20:30,5,Completed,SevenRooms,"Jordan Davis",2,983,"",0,No
"Commonwealth",2025-12-21,19:00,3,Completed,SevenRooms,"Marcus Garcia",4,1311,"Regular",0,No
"Commonwealth",2025-12-21,22:00,3,Completed,Walk-in,"Michael Carter",2,694,"",18,No
"Commonwealth",2025-12-21,17:30,5,No Show,SevenRooms,"Vanessa Green",3,1693,"",0,Yes
"Commonwealth",2025-12-21,18:00,4,Cancelled,Google,"Travis Davis",3,850,"",0,No
"Commonwealth",2025-12-21,20:00,5,Completed,Google,"Vanessa Wright",3,1076,"",0,No
"Commonwealth",2025-12-21,20:30,5,No Show,SevenRooms,"Chase Perez",1,351,"First Timer",0,Yes
"Commonwealth",2025-12-21,23:30,4,Completed,Instagram,"Megan King",2,970,"",0,No
"Commonwealth",2025-12-21,18:30,3,Completed,Phone,"Megan Hall",11,3442,"Regular; VIP; High Roller",0,No
"Commonwealth",2025-12-21,17:30,3,Completed,Phone,"Lauren Lewis",3,1039,"",0,No
"Commonwealth",2025-12-21,20:00,3,Completed,Google,"Ryan Young",5,1590,"Corporate",0,No
"Commonwealth",2025-12-21,22:30,3,Cancelled,Instagram,"Rachel Wilson",3,1000,"Bachelor/ette",0,No
"Commonwealth",2025-12-21,19:00,4,Completed,Walk-in,"Ashley Smith",3,1104,"Birthday",9,No
"Commonwealth",2025-12-21,18:00,3,Completed,SevenRooms,"Kevin Wilson",10,2275,"Regular; VIP",0,No
"Commonwealth",2025-12-21,17:00,3,Completed,Phone,"Megan Brown",7,2210,"Regular; VIP; Bachelor/ette",0,No
"Commonwealth",2025-12-21,21:30,4,Completed,Phone,"Amanda Baker",2,703,"",0,No
"Commonwealth",2025-12-21,18:00,5,No Show,Concierge,"Austin Garcia",3,1153,"",0,Yes
"Commonwealth",2025-12-21,22:30,2,Cancelled,SevenRooms,"Jordan Carter",3,640,"High Roller",0,No
"Park On Fremont",2025-12-21,17:00,3,Cancelled,Walk-in,"Kevin Allen",3,967,"",15,No
"Park On Fremont",2025-12-21,20:30,4,Completed,Concierge,"David Thomas",1,488,"First Timer",0,No
"Park On Fremont",2025-12-21,17:30,4,Completed,Walk-in,"Ryan Baker",3,951,"",22,No
"Park On Fremont",2025-12-21,18:30,3,Completed,Google,"Stephanie Baker",2,572,"",0,No
"Park On Fremont",2025-12-21,21:30,4,Completed,Phone,"Nicole Mitchell",2,586,"",0,No
"Park On Fremont",2025-12-21,22:00,4,Completed,Walk-in,"Jennifer Thomas",2,832,"",14,No
"Park On Fremont",2025-12-21,21:00,3,Completed,Google,"Jennifer Wright",1,343,"First Timer; Local",0,No
"Park On Fremont",2025-12-21,22:00,3,Completed,Concierge,"Vanessa Lee",7,2403,"Regular; VIP",0,No
"Park On Fremont",2025-12-21,22:30,3,Completed,Phone,"Michael Thomas",3,780,"",0,No
"Park On Fremont",2025-12-21,17:00,3,Completed,Instagram,"Robert Harris",2,569,"",0,No
"Park On Fremont",2025-12-21,19:00,2,No Show,Instagram,"Ryan Phillips",2,403,"",0,Yes
"Park On Fremont",2025-12-21,17:00,2,No Show,SevenRooms,"Robert Davis",5,1158,"",0,Yes
"Park On Fremont",2025-12-21,20:00,4,Completed,SevenRooms,"Jake Garcia",1,375,"First Timer",0,No
"Park On Fremont",2025-12-21,21:00,5,Completed,Google,"Megan Green",2,1003,"First Timer",0,No
"Park On Fremont",2025-12-21,17:30,5,Completed,Google,"Michael Johnson",2,961,"",0,No
"Park On Fremont",2025-12-21,23:00,3,Completed,Walk-in,"Samantha Harris",3,1106,"",19,No
"Park On Fremont",2025-12-21,20:00,3,Completed,Instagram,"Lauren Rodriguez",9,3068,"Regular; VIP",0,No
"Park On Fremont",2025-12-21,23:00,5,Completed,SevenRooms,"Austin Davis",3,1284,"Regular",0,No
"Park On Fremont",2025-12-21,17:30,4,No Show,SevenRooms,"Derek Smith",2,628,"Influencer",0,Yes
"Park On Fremont",2025-12-21,17:30,5,Completed,Walk-in,"Ashley Wilson",2,1228,"",15,No
"Park On Fremont",2025-12-21,22:30,3,Completed,Walk-in,"Derek Nelson",10,3448,"Regular; VIP",14,No
"Park On Fremont",2025-12-21,22:00,3,Completed,Google,"Vanessa Young",2,659,"",0,No
"Park On Fremont",2025-12-21,19:30,4,Completed,Instagram,"Carlos Turner",3,1414,"",0,No
"Park On Fremont",2025-12-21,22:00,3,Cancelled,Walk-in,"Tyler Baker",6,1318,"Regular",25,No
"Park On Fremont",2025-12-21,21:30,4,Completed,SevenRooms,"Samantha Clark",1,407,"First Timer; First Timer",0,No
"Park On Fremont",2025-12-21,21:30,3,Completed,Google,"Kevin Davis",1,266,"First Timer",0,No
"Park On Fremont",2025-12-21,19:30,3,Cancelled,Walk-in,"Derek Rodriguez",2,542,"",17,No
"Park On Fremont",2025-12-21,21:30,5,Completed,Concierge,"Carlos Clark",1,336,"First Timer",0,No
"Park On Fremont",2025-12-21,21:00,4,Completed,Google,"Carlos King",2,926,"",0,No
"Park On Fremont",2025-12-21,19:30,3,Completed,SevenRooms,"Derek Nelson",2,586,"",0,No
"Park On Fremont",2025-12-21,19:00,2,Completed,Instagram,"Brandon Scott",9,1465,"Regular; Local",0,No
"Park On Fremont",2025-12-21,22:00,3,Completed,Phone,"Travis Perez",2,499,"",0,No
"Park On Fremont",2025-12-21,20:30,3,Completed,Walk-in,"Stephanie Perez",3,1016,"",26,No
"Park On Fremont",2025-12-21,18:30,4,Completed,Google,"Stephanie Turner",1,388,"First Timer",0,No
"Park On Fremont",2025-12-21,20:30,3,Completed,SevenRooms,"Maria Wilson",5,1638,"",0,No
"Park On Fremont",2025-12-21,17:00,4,Completed,Instagram,"Travis Baker",5,2317,"VIP",0,No
"Park On Fremont",2025-12-21,18:30,3,Completed,Google,"Alexis Turner",11,2548,"Regular; VIP; First Timer",0,No
"Park On Fremont",2025-12-21,17:30,3,Completed,Concierge,"Chase Allen",5,1556,"High Roller",0,No
"Park On Fremont",2025-12-21,23:30,5,Completed,Instagram,"Tyler Carter",1,493,"First Timer",0,No
"Park On Fremont",2025-12-21,17:30,5,Completed,Phone,"Chase Walker",2,1020,"",0,No
"Park On Fremont",2025-12-21,23:00,3,No Show,Phone,"Kayla Garcia",2,729,"",0,Yes
"Park On Fremont",2025-12-21,22:00,5,Completed,SevenRooms,"Lauren Scott",2,1082,"High Roller",0,No
"Park On Fremont",2025-12-21,19:30,4,Completed,Google,"Sarah Thomas",9,2739,"Regular; VIP",0,No
"Park On Fremont",2025-12-21,19:30,5,Completed,Instagram,"Brittany Wilson",1,509,"First Timer",0,No
"Park On Fremont",2025-12-21,21:30,3,Completed,Google,"Robert Carter",12,4165,"Regular; VIP",0,No
"Park On Fremont",2025-12-21,19:30,4,Completed,Phone,"Jessica Smith",2,773,"",0,No
"Park On Fremont",2025-12-21,23:00,3,Completed,Google,"Brandon Brown",3,663,"",0,No
"Park On Fremont",2025-12-21,21:30,4,No Show,Concierge,"Robert Clark",1,297,"First Timer",0,Yes
"Park On Fremont",2025-12-21,22:00,3,Completed,Google,"Maria Lee",1,258,"First Timer",0,No
"Park On Fremont",2025-12-21,23:30,3,Completed,SevenRooms,"Lauren Baker",10,3465,"Regular; VIP",0,No
"Park On Fremont",2025-12-21,23:00,2,Completed,Walk-in,"James Clark",2,473,"Date Night",28,No
"Park On Fremont",2025-12-21,18:30,3,Completed,Instagram,"Kayla Clark",2,460,"",0,No
"Park On Fremont",2025-12-21,22:00,2,Completed,Concierge,"Marcus King",3,501,"",0,No
"Park On Fremont",2025-12-21,23:00,4,Cancelled,Concierge,"Samantha Mitchell",2,655,"",0,No
"Park On Fremont",2025-12-21,17:30,3,Completed,SevenRooms,"Marcus Garcia",9,2944,"Regular; VIP",0,No
"Park On Fremont",2025-12-21,19:30,3,Completed,Walk-in,"Kayla Roberts",11,3069,"Regular; VIP",23,No
"La Mona Rosa",2025-12-21,23:30,3,Completed,SevenRooms,"Jennifer Perez",7,1688,"Regular; Industry",0,No
"La Mona Rosa",2025-12-21,23:00,4,Completed,Google,"Robert Rodriguez",3,973,"",0,No
"La Mona Rosa",2025-12-21,21:00,3,Completed,Instagram,"Sarah Clark",3,924,"Corporate",0,No
"La Mona Rosa",2025-12-21,19:00,5,No Show,Walk-in,"Derek Allen",3,1463,"",15,Yes
"La Mona Rosa",2025-12-21,19:30,4,Completed,Phone,"Michael Carter",1,438,"First Timer; Date Night",0,No
"La Mona Rosa",2025-12-21,17:00,5,Completed,Concierge,"Stephanie Roberts",1,397,"First Timer",0,No
"La Mona Rosa",2025-12-21,23:00,4,No Show,Phone,"Tyler Nelson",7,2757,"Regular; VIP",0,Yes
"La Mona Rosa",2025-12-21,23:00,3,Completed,SevenRooms,"Megan Davis",1,232,"First Timer",0,No
"La Mona Rosa",2025-12-21,17:00,4,Completed,Concierge,"Tyler Phillips",6,1720,"Regular",0,No
"La Mona Rosa",2025-12-21,22:00,5,Completed,Phone,"Derek Martinez",4,1921,"",0,No
"La Mona Rosa",2025-12-21,17:00,4,Completed,Walk-in,"Marcus Garcia",6,2168,"Regular; VIP",11,No
"La Mona Rosa",2025-12-21,23:00,3,Completed,Phone,"Austin Baker",2,564,"Influencer",0,No
"La Mona Rosa",2025-12-21,21:00,5,Completed,Google,"Sarah Walker",2,1111,"",0,No
"La Mona Rosa",2025-12-21,19:30,5,Completed,Phone,"Brittany Brown",2,1181,"",0,No
"La Mona Rosa",2025-12-21,19:30,3,Completed,Walk-in,"Carlos Lewis",2,524,"",20,No
"La Mona Rosa",2025-12-21,20:00,3,Completed,Google,"David Green",3,1011,"",0,No
"La Mona Rosa",2025-12-21,23:30,4,Completed,SevenRooms,"Jordan Thomas",12,4098,"Regular; VIP",0,No
"La Mona Rosa",2025-12-21,23:30,4,Completed,Walk-in,"Austin Green",3,1172,"",12,No
"La Mona Rosa",2025-12-21,19:30,3,Completed,Walk-in,"Jordan Martinez",12,2611,"Regular; VIP",20,No
"La Mona Rosa",2025-12-21,17:30,5,Completed,Walk-in,"Carlos Phillips",3,1123,"",9,No
"La Mona Rosa",2025-12-21,20:00,3,Completed,Walk-in,"David Lee",1,352,"First Timer",10,No
"La Mona Rosa",2025-12-21,17:30,4,Completed,Instagram,"Samantha Young",7,3370,"Regular; VIP",0,No
"La Mona Rosa",2025-12-21,17:00,3,No Show,Walk-in,"David Phillips",11,2305,"Regular; VIP",24,Yes
"La Mona Rosa",2025-12-21,19:00,3,Completed,Instagram,"Austin Wilson",6,1232,"Regular",0,No
"La Mona Rosa",2025-12-21,19:30,4,Completed,Concierge,"Chase Davis",3,915,"",0,No
"La Mona Rosa",2025-12-21,19:30,5,No Show,Phone,"Chase Phillips",3,1563,"",0,Yes
"La Mona Rosa",2025-12-21,19:00,3,Completed,Phone,"Nicole Anderson",2,534,"",0,No
"La Mona Rosa",2025-12-21,21:00,3,Cancelled,Walk-in,"Brandon Martinez",2,595,"",22,No
"La Mona Rosa",2025-12-21,18:00,3,Completed,Walk-in,"Chase Scott",11,3686,"Regular; VIP",10,No
"La Mona Rosa",2025-12-21,18:30,3,Completed,Instagram,"Travis Roberts",12,4352,"Regular; VIP",0,No
"La Mona Rosa",2025-12-21,18:30,2,Completed,Instagram,"Tyler Baker",5,1164,"",0,No
"La Mona Rosa",2025-12-21,20:30,3,Completed,SevenRooms,"Travis Young",9,2689,"Regular; VIP",0,No
"La Mona Rosa",2025-12-21,19:30,2,Completed,Google,"Ashley Smith",1,176,"First Timer",0,No
"La Mona Rosa",2025-12-21,22:30,5,Completed,SevenRooms,"Carlos Lewis",1,535,"First Timer",0,No
"La Mona Rosa",2025-12-21,19:30,5,Completed,Google,"Carlos Martinez",3,1552,"",0,No
"La Mona Rosa",2025-12-21,19:30,5,Completed,Walk-in,"Brittany Lewis",2,1218,"Birthday",13,No
"La Mona Rosa",2025-12-21,22:30,5,Completed,Google,"Jennifer Anderson",10,6002,"Regular; VIP",0,No
"La Mona Rosa",2025-12-21,23:00,3,Completed,Walk-in,"Michael Lewis",11,2969,"Regular; VIP",21,No
"La Mona Rosa",2025-12-21,18:30,5,Completed,Google,"Kevin Scott",8,2941,"Regular; VIP; Local",0,No
"La Mona Rosa",2025-12-21,20:00,5,No Show,Instagram,"Chase Allen",7,3350,"Regular; VIP; Influencer",0,Yes
"La Mona Rosa",2025-12-21,21:30,5,Completed,SevenRooms,"Lauren Lewis",3,1409,"Birthday",0,No
"La Mona Rosa",2025-12-21,18:30,5,Completed,Concierge,"Chase Baker",2,868,"",0,No
"La Mona Rosa",2025-12-21,23:30,3,Completed,Concierge,"Jessica Hill",3,993,"",0,No
"La Mona Rosa",2025-12-21,22:00,3,Completed,SevenRooms,"Carlos Brown",5,1360,"",0,No
"La Mona Rosa",2025-12-21,22:30,4,Completed,Google,"Ryan Anderson",3,1247,"",0,No
"La Mona Rosa",2025-12-21,22:30,5,Cancelled,Instagram,"Kayla Rodriguez",10,5047,"Regular; VIP",0,No
"La Mona Rosa",2025-12-21,17:00,5,Completed,SevenRooms,"Travis King",2,1105,"",0,No
"La Mona Rosa",2025-12-21,23:00,5,Completed,Phone,"Stephanie Wilson",6,3206,"Regular; VIP",0,No
"La Mona Rosa",2025-12-21,23:00,4,Completed,Walk-in,"Jordan Nelson",1,308,"First Timer",15,No
"La Mona Rosa",2025-12-21,17:00,5,Completed,Instagram,"James Nelson",2,975,"",0,No
"La Mona Rosa",2025-12-21,17:00,2,Completed,Phone,"Jake Carter",2,485,"High Roller",0,No
"La Mona Rosa",2025-12-21,21:00,3,Completed,Phone,"Nicole Garcia",1,297,"First Timer",0,No
"Doberman Drawing Room",2025-12-21,21:00,3,Completed,SevenRooms,"Vanessa Turner",3,1539,"",0,No
"Doberman Drawing Room",2025-12-21,17:00,4,Completed,Google,"Maria Perez",2,1860,"Bachelor/ette",0,No
"Doberman Drawing Room",2025-12-21,18:30,3,Completed,Google,"Austin Baker",2,1086,"",0,No
"Doberman Drawing Room",2025-12-21,23:30,3,Completed,Phone,"Amanda Walker",2,850,"Bachelor/ette",0,No
"Doberman Drawing Room",2025-12-21,19:30,3,Completed,SevenRooms,"Derek Allen",1,691,"First Timer; High Roller",0,No
"Doberman Drawing Room",2025-12-21,22:00,3,No Show,Phone,"Travis Hill",2,1052,"",0,Yes
"Doberman Drawing Room",2025-12-21,19:30,3,Completed,Walk-in,"Jordan Brown",2,1266,"",4,No
"Doberman Drawing Room",2025-12-21,23:30,2,Completed,Phone,"Amanda Brown",2,719,"",0,No
"Doberman Drawing Room",2025-12-21,21:00,3,Completed,Google,"Maria Perez",1,591,"First Timer",0,No
"Doberman Drawing Room",2025-12-21,22:00,3,Completed,Google,"Lauren Green",9,3970,"Regular; VIP",0,No
"Doberman Drawing Room",2025-12-21,21:00,4,Completed,Walk-in,"Carlos Mitchell",3,2627,"VIP",7,No
"Doberman Drawing Room",2025-12-21,18:00,2,Completed,Concierge,"Alexis Harris",2,672,"",0,No
"Doberman Drawing Room",2025-12-21,18:00,2,Completed,Walk-in,"Kayla Lee",2,666,"",4,No
"Doberman Drawing Room",2025-12-21,21:30,3,Completed,SevenRooms,"Robert Perez",1,605,"First Timer; First Timer",0,No
"Doberman Drawing Room",2025-12-21,19:30,3,Completed,Google,"Jennifer Hall",2,1035,"Birthday",0,No
"Doberman Drawing Room",2025-12-21,22:30,3,Completed,Walk-in,"Carlos Nelson",2,1175,"",4,No
"Doberman Drawing Room",2025-12-21,23:30,4,Completed,Walk-in,"Robert Turner",2,1689,"",7,No
"Doberman Drawing Room",2025-12-21,17:30,2,No Show,Google,"Jake Young",9,4076,"Regular; VIP",0,Yes
"Doberman Drawing Room",2025-12-21,21:00,4,No Show,Walk-in,"Jordan Walker",1,539,"First Timer",5,Yes
"Doberman Drawing Room",2025-12-21,20:30,4,Completed,Walk-in,"Kevin Young",2,1550,"",5,No
"Doberman Drawing Room",2025-12-21,22:00,2,Completed,Google,"Chase Garcia",8,3590,"Regular; VIP",0,No
"Doberman Drawing Room",2025-12-21,23:00,3,Completed,SevenRooms,"Brandon Smith",11,4847,"Regular; VIP",0,No
"Doberman Drawing Room",2025-12-21,17:30,3,Completed,Walk-in,"Austin Robinson",4,1737,"",5,No
"We All Scream",2025-12-21,18:00,3,Cancelled,Walk-in,"Stephanie Hill",8,1650,"Regular",35,No
"We All Scream",2025-12-21,22:30,5,Completed,SevenRooms,"Carlos Anderson",2,968,"",0,No
"We All Scream",2025-12-21,19:30,5,Completed,Phone,"Vanessa Garcia",2,832,"",0,No
"We All Scream",2025-12-21,18:00,7,Completed,Instagram,"Maria Clark",2,1019,"",0,No
"We All Scream",2025-12-21,17:30,4,Completed,Walk-in,"Kayla Allen",1,356,"First Timer; Tourist",30,No
"We All Scream",2025-12-21,22:00,5,Completed,Instagram,"Jennifer Roberts",1,438,"First Timer",0,No
"We All Scream",2025-12-21,22:00,5,Completed,Phone,"Brittany Johnson",2,1127,"VIP",0,No
"We All Scream",2025-12-21,17:00,6,Completed,Concierge,"Samantha Wilson",2,1124,"",0,No
"We All Scream",2025-12-21,23:00,5,Completed,Walk-in,"Tyler Roberts",3,1075,"",16,No
"We All Scream",2025-12-21,19:00,5,Cancelled,Walk-in,"Carlos Allen",11,6701,"Regular; VIP",17,No
"We All Scream",2025-12-21,22:30,6,Completed,SevenRooms,"Michael Wilson",3,1622,"Local",0,No
"We All Scream",2025-12-21,19:00,4,Completed,Concierge,"Chase Smith",6,2154,"Regular; VIP; Local",0,No
"We All Scream",2025-12-21,17:00,4,Completed,Google,"Maria Hall",2,733,"",0,No
"We All Scream",2025-12-21,17:30,7,Completed,Concierge,"Vanessa Anderson",2,1607,"",0,No
"We All Scream",2025-12-21,18:00,4,Completed,Walk-in,"Derek Mitchell",2,841,"",37,No
"We All Scream",2025-12-21,22:00,6,Completed,Phone,"Kayla Young",3,1595,"",0,No
"We All Scream",2025-12-21,18:30,5,Completed,Concierge,"Derek Walker",2,1135,"Local",0,No
"We All Scream",2025-12-21,17:00,4,Completed,Concierge,"Jessica Walker",1,291,"First Timer; Influencer",0,No
"We All Scream",2025-12-21,20:30,4,Completed,Instagram,"Alexis Clark",2,654,"",0,No
"We All Scream",2025-12-21,22:00,5,Completed,Instagram,"Stephanie Garcia",2,904,"",0,No
"We All Scream",2025-12-21,17:30,6,No Show,Phone,"Maria Roberts",10,4377,"Regular; VIP; Bachelor/ette",0,Yes
"We All Scream",2025-12-21,19:00,6,Completed,Instagram,"Jordan Johnson",2,868,"",0,No
"We All Scream",2025-12-21,23:00,5,Completed,Instagram,"Brandon Hall",3,1626,"",0,No
"We All Scream",2025-12-21,17:00,3,Completed,Phone,"Derek Mitchell",2,632,"Bachelor/ette",0,No
"We All Scream",2025-12-21,23:30,6,Completed,Phone,"Jordan Anderson",1,429,"First Timer",0,No
"We All Scream",2025-12-21,22:00,5,Completed,SevenRooms,"Michael Roberts",2,689,"",0,No
"Discopussy",2025-12-21,23:30,5,Completed,Google,"Kayla Roberts",3,1561,"",0,No
"Discopussy",2025-12-21,22:00,3,Completed,Instagram,"Travis Mitchell",12,4376,"Regular; VIP",0,No
"Discopussy",2025-12-21,19:00,3,Completed,Concierge,"Kayla Walker",2,530,"",0,No
"Discopussy",2025-12-21,20:30,6,Completed,Google,"Travis Brown",3,1348,"",0,No
"Discopussy",2025-12-21,21:30,5,Completed,SevenRooms,"Ryan Scott",2,828,"",0,No
"Discopussy",2025-12-21,18:00,3,Completed,Concierge,"Chase Garcia",2,662,"",0,No
"Discopussy",2025-12-21,22:00,5,Completed,Walk-in,"Megan Clark",1,383,"First Timer; High Roller",12,No
"Discopussy",2025-12-21,22:00,6,Completed,Instagram,"Austin Lewis",2,1110,"",0,No
"Discopussy",2025-12-21,18:00,5,Completed,SevenRooms,"Jordan Perez",1,430,"First Timer",0,No
"Discopussy",2025-12-21,22:30,5,Completed,Google,"Michael Johnson",9,3878,"Regular; VIP",0,No
"Discopussy",2025-12-21,21:30,5,Completed,Concierge,"Maria King",11,6681,"Regular; VIP",0,No
"Discopussy",2025-12-21,22:00,5,Completed,Walk-in,"Sarah Turner",5,2166,"VIP",14,No
"Discopussy",2025-12-21,21:30,3,Cancelled,Google,"Kayla Davis",2,714,"",0,No
"Discopussy",2025-12-21,23:30,4,Completed,Instagram,"Carlos Roberts",2,714,"Birthday",0,No
"Discopussy",2025-12-21,20:00,3,Completed,Walk-in,"Austin Smith",9,2519,"Regular; VIP",11,No
"Discopussy",2025-12-21,19:30,5,Completed,Walk-in,"Stephanie Martinez",10,3764,"Regular; VIP; Birthday",30,No
"Discopussy",2025-12-21,22:30,5,Completed,Walk-in,"Austin Roberts",3,1770,"",12,No
"Discopussy",2025-12-21,23:30,3,Completed,Instagram,"Lauren Smith",3,1042,"Regular",0,No
"Discopussy",2025-12-21,17:00,5,Completed,Phone,"Marcus Davis",2,1107,"",0,No
"The Laundry Room",2025-12-22,17:30,3,Completed,Instagram,"Austin Johnson",3,1196,"",0,No
"The Laundry Room",2025-12-22,17:30,3,Completed,Instagram,"Megan Clark",5,2670,"VIP",0,No
"The Laundry Room",2025-12-22,21:00,3,Completed,Walk-in,"Michael Rodriguez",2,1084,"High Roller",0,No
"The Laundry Room",2025-12-22,21:00,2,Completed,Concierge,"Ryan Mitchell",1,304,"First Timer; Local",0,No
"The Laundry Room",2025-12-22,23:30,3,Completed,Phone,"Kevin King",2,1193,"Local",0,No
"The Laundry Room",2025-12-22,22:30,3,Completed,Walk-in,"Lauren Phillips",2,1300,"",0,No
"The Laundry Room",2025-12-22,18:30,2,Completed,Google,"Jake Young",2,803,"",0,No
"The Laundry Room",2025-12-22,17:30,3,Completed,Phone,"Samantha Turner",11,5844,"Regular; VIP",0,No
"The Laundry Room",2025-12-22,18:00,3,Completed,Instagram,"Tyler Green",2,1107,"First Timer",0,No
